Complex UI clean round 3: 2228 completed offscreen FPS; p95 0.5135 ms; private 32567296 bytes
Complex UI clean round 4: 1977.54 completed offscreen FPS; p95 0.5672 ms; private 32567296 bytes
Complex UI clean round 5: 1979.06 completed offscreen FPS; p95 0.5897 ms; private 32567296 bytes
Complex UI dirty round 1: 436.68 completed offscreen FPS; p95 2.7757 ms; private 31825920 bytes
Complex UI dirty round 2: 438.625 completed offscreen FPS; p95 2.7545 ms; private 31932416 bytes
Complex UI dirty round 3: 424.513 completed offscreen FPS; p95 2.714 ms; private 32231424 bytes
Complex UI dirty round 4: 452.209 completed offscreen FPS; p95 2.5574 ms; private 31911936 bytes
Complex UI dirty round 5: 414.166 completed offscreen FPS; p95 3.3148 ms; private 32772096 bytes
Complex UI clean round 1: 2182.61 completed offscreen FPS; p95 0.6244 ms; private 33271808 bytes
Complex UI clean round 2: 2100.1 completed offscreen FPS; p95 0.6997 ms; private 33271808 bytes
Complex UI clean round 3: 2019.72 completed offscreen FPS; p95 0.6221 ms; private 33271808 bytes
Complex UI clean round 4: 2064.22 completed offscreen FPS; p95 0.6336 ms; private 33271808 bytes
Complex UI clean round 5: 2162.41 completed offscreen FPS; p95 0.6053 ms; private 31735808 bytes
Complex UI dirty round 1: 418.71 completed offscreen FPS; p95 2.8055 ms; private 32227328 bytes
Complex UI dirty round 2: 430.261 completed offscreen FPS; p95 2.6605 ms; private 32243712 bytes
Complex UI dirty round 3: 418.099 completed offscreen FPS; p95 2.8116 ms; private 32223232 bytes
Complex UI dirty round 4: 424.905 completed offscreen FPS; p95 2.9408 ms; private 32239616 bytes
Complex UI dirty round 5: 428.577 completed offscreen FPS; p95 2.699 ms; private 32010240 bytes
Complex UI clean round 1: 1942.66 completed offscreen FPS; p95 0.5879 ms; private 31371264 bytes
Complex UI clean round 2: 2019.92 completed offscreen FPS; p95 0.5879 ms; private 31371264 bytes
Complex UI clean round 3: 2089.95 completed offscreen FPS; p95 0.5181 ms; private 31567872 bytes
Complex UI clean round 4: 2106.15 completed offscreen FPS; p95 0.5629 ms; private 31567872 bytes
Complex UI clean round 5: 2004.14 completed offscreen FPS; p95 0.5549 ms; private 31567872 bytes
Complex UI dirty round 1: 421.922 completed offscreen FPS; p95 2.8506 ms; private 32149504 bytes
Complex UI dirty round 2: 406.892 completed offscreen FPS; p95 2.8479 ms; private 32174080 bytes
Complex UI dirty round 3: 429.671 completed offscreen FPS; p95 2.8006 ms; private 32174080 bytes
Complex UI dirty round 4: 395.425 completed offscreen FPS; p95 3.1379 ms; private 32759808 bytes
Complex UI dirty round 5: 418.361 completed offscreen FPS; p95 2.7984 ms; private 32616448 bytes
Complex UI clean round 1: 2132.73 completed offscreen FPS; p95 0.554 ms; private 32608256 bytes
Complex UI clean round 2: 2033.31 completed offscreen FPS; p95 0.5525 ms; private 32608256 bytes
Complex UI clean round 3: 1976.53 completed offscreen FPS; p95 0.5807 ms; private 32608256 bytes
Complex UI clean round 4: 2080.14 completed offscreen FPS; p95 0.5794 ms; private 32608256 bytes
Complex UI clean round 5: 2022.21 completed offscreen FPS; p95 0.6442 ms; private 32608256 bytes
Complex UI dirty round 1: 404.385 completed offscreen FPS; p95 2.8782 ms; private 32608256 bytes
Complex UI dirty round 2: 398.075 completed offscreen FPS; p95 3.0045 ms; private 32608256 bytes
Complex UI dirty round 3: 376.634 completed offscreen FPS; p95 3.0675 ms; private 32886784 bytes
Complex UI dirty round 4: 394.98 completed offscreen FPS; p95 2.8467 ms; private 32886784 bytes
Complex UI dirty round 5: 385.659 completed offscreen FPS; p95 3.0273 ms; private 32350208 bytes
Complex UI clean round 1: 2034.68 completed offscreen FPS; p95 0.6386 ms; private 32604160 bytes
Complex UI clean round 2: 2098.97 completed offscreen FPS; p95 0.6186 ms; private 32604160 bytes
Complex UI clean round 3: 1857.97 completed offscreen FPS; p95 0.6426 ms; private 32604160 bytes
Complex UI clean round 4: 1982.69 completed offscreen FPS; p95 0.6456 ms; private 32604160 bytes
Complex UI clean round 5: 2101.08 completed offscreen FPS; p95 0.585 ms; private 32604160 bytes
Complex UI dirty round 1: 384.599 completed offscreen FPS; p95 2.9913 ms; private 31944704 bytes
Complex UI dirty round 2: 383.599 completed offscreen FPS; p95 2.9974 ms; private 32247808 bytes
Complex UI dirty round 3: 392.048 completed offscreen FPS; p95 2.8607 ms; private 32309248 bytes
Complex UI dirty round 4: 385.063 completed offscreen FPS; p95 3.2574 ms; private 32329728 bytes
Complex UI dirty round 5: 406.529 completed offscreen FPS; p95 2.9328 ms; private 32010240 bytes
Complex UI clean round 1: 1560.74 completed offscreen FPS; p95 0.8649 ms; private 32571392 bytes
Complex UI clean round 2: 1794.25 completed offscreen FPS; p95 0.6278 ms; private 32571392 bytes
Complex UI clean round 3: 1812.37 completed offscreen FPS; p95 0.8428 ms; private 32571392 bytes
Complex UI clean round 4: 1841.63 completed offscreen FPS; p95 0.7091 ms; private 32571392 bytes
Complex UI clean round 5: 1914.95 completed offscreen FPS; p95 0.6475 ms; private 32571392 bytes
Complex UI dirty round 1: 341.243 completed offscreen FPS; p95 4.7201 ms; private 32571392 bytes
Complex UI dirty round 2: 376.974 completed offscreen FPS; p95 3.0913 ms; private 32571392 bytes
Complex UI dirty round 3: 414.244 completed offscreen FPS; p95 2.8 ms; private 32571392 bytes
Complex UI dirty round 4: 423.539 completed offscreen FPS; p95 2.7806 ms; private 33153024 bytes
Complex UI dirty round 5: 333.445 completed offscreen FPS; p95 4.2265 ms; private 34095104 bytes
Complex UI clean round 1: 1826.74 completed offscreen FPS; p95 0.8637 ms; private 34107392 bytes
Complex UI clean round 2: 1633.57 completed offscreen FPS; p95 1.1699 ms; private 34107392 bytes
Complex UI clean round 3: 1995.96 completed offscreen FPS; p95 0.5992 ms; private 34107392 bytes
Complex UI clean round 4: 1984.63 completed offscreen FPS; p95 0.5836 ms; private 34107392 bytes
Complex UI clean round 5: 1987.44 completed offscreen FPS; p95 0.5784 ms; private 34107392 bytes
Complex UI dirty round 1: 386.008 completed offscreen FPS; p95 3.1764 ms; private 34107392 bytes
Complex UI dirty round 2: 385.07 completed offscreen FPS; p95 2.9985 ms; private 32202752 bytes
Complex UI dirty round 3: 410.304 completed offscreen FPS; p95 2.8014 ms; private 32542720 bytes
Complex UI dirty round 4: 400.29 completed offscreen FPS; p95 3.2207 ms; private 32559104 bytes
Complex UI dirty round 5: 380.127 completed offscreen FPS; p95 3.2435 ms; private 32567296 bytes
Complex UI clean round 1: 1879.05 completed offscreen FPS; p95 0.6543 ms; private 33153024 bytes
Complex UI clean round 2: 1886.28 completed offscreen FPS; p95 0.6701 ms; private 33153024 bytes
Complex UI clean round 3: 1853.24 completed offscreen FPS; p95 0.6187 ms; private 33153024 bytes
Complex UI clean round 4: 2155.76 completed offscreen FPS; p95 0.5564 ms; private 33153024 bytes
Complex UI clean round 5: 2019.36 completed offscreen FPS; p95 0.5914 ms; private 33153024 bytes
Complex UI dirty round 1: 369.624 completed offscreen FPS; p95 3.0641 ms; private 33153024 bytes
Complex UI dirty round 2: 381.283 completed offscreen FPS; p95 2.8936 ms; private 33153024 bytes
Complex UI dirty round 3: 385.883 completed offscreen FPS; p95 3.1021 ms; private 33153024 bytes
Complex UI dirty round 4: 359.572 completed offscreen FPS; p95 3.5671 ms; private 33153024 bytes
Complex UI dirty round 5: 360.273 completed offscreen FPS; p95 3.1983 ms; private 33153024 bytes
Complex UI clean round 1: 2049.74 completed offscreen FPS; p95 0.5965 ms; private 33124352 bytes
Complex UI clean round 2: 2004.61 completed offscreen FPS; p95 0.5678 ms; private 33136640 bytes
Complex UI clean round 3: 2062.59 completed offscreen FPS; p95 0.5868 ms; private 33136640 bytes
Complex UI clean round 4: 1922.73 completed offscreen FPS; p95 0.6653 ms; private 33136640 bytes
Complex UI clean round 5: 1940.76 completed offscreen FPS; p95 0.6148 ms; private 33136640 bytes
Complex UI dirty round 1: 418.934 completed offscreen FPS; p95 2.8415 ms; private 33136640 bytes
Complex UI dirty round 2: 419.873 completed offscreen FPS; p95 2.7598 ms; private 33136640 bytes
Complex UI dirty round 3: 448.312 completed offscreen FPS; p95 2.6235 ms; private 33136640 bytes
Complex UI dirty round 4: 397.16 completed offscreen FPS; p95 2.854 ms; private 33136640 bytes
Complex UI dirty round 5: 433.841 completed offscreen FPS; p95 2.7517 ms; private 33136640 bytes
Complex UI clean round 1: 2060.74 completed offscreen FPS; p95 0.6029 ms; private 34091008 bytes
Complex UI clean round 2: 1908.14 completed offscreen FPS; p95 0.6395 ms; private 34091008 bytes
Complex UI clean round 3: 1986.26 completed offscreen FPS; p95 0.6408 ms; private 34091008 bytes
Complex UI clean round 4: 1821.79 completed offscreen FPS; p95 0.9258 ms; private 34091008 bytes
Complex UI clean round 5: 2073.02 completed offscreen FPS; p95 0.5596 ms; private 34091008 bytes
Complex UI dirty round 1: 402.546 completed offscreen FPS; p95 3.0274 ms; private 34091008 bytes
Complex UI dirty round 2: 433.419 completed offscreen FPS; p95 2.8586 ms; private 34091008 bytes
Complex UI dirty round 3: 382.435 completed offscreen FPS; p95 3.3345 ms; private 34091008 bytes
Complex UI dirty round 4: 426.337 completed offscreen FPS; p95 2.8091 ms; private 34091008 bytes
Complex UI dirty round 5: 413.79 completed offscreen FPS; p95 2.7989 ms; private 34091008 bytes
Complex UI clean round 1: 2116.46 completed offscreen FPS; p95 0.5731 ms; private 34107392 bytes
Complex UI clean round 2: 2176.05 completed offscreen FPS; p95 0.5272 ms; private 34107392 bytes
Complex UI clean round 3: 1999.02 completed offscreen FPS; p95 0.5741 ms; private 34107392 bytes
Complex UI clean round 4: 2168.68 completed offscreen FPS; p95 0.5851 ms; private 34107392 bytes
Complex UI clean round 5: 2232.83 completed offscreen FPS; p95 0.5057 ms; private 34107392 bytes
Complex UI dirty round 1: 419.298 completed offscreen FPS; p95 2.755 ms; private 34107392 bytes
Complex UI dirty round 2: 440.988 completed offscreen FPS; p95 2.811 ms; private 34107392 bytes
Complex UI dirty round 3: 397.384 completed offscreen FPS; p95 2.9276 ms; private 34107392 bytes
Complex UI dirty round 4: 405.236 completed offscreen FPS; p95 2.9791 ms; private 34107392 bytes
Complex UI dirty round 5: 424.293 completed offscreen FPS; p95 3.1017 ms; private 34107392 bytes
Complex UI clean round 1: 2168.92 completed offscreen FPS; p95 0.5564 ms; private 34078720 bytes
Complex UI clean round 2: 2073.22 completed offscreen FPS; p95 0.7141 ms; private 34078720 bytes
Complex UI clean round 3: 2141.73 completed offscreen FPS; p95 0.521 ms; private 34078720 bytes
Complex UI clean round 4: 1858.3 completed offscreen FPS; p95 0.7347 ms; private 34078720 bytes
Complex UI clean round 5: 2167.66 completed offscreen FPS; p95 0.5401 ms; private 34078720 bytes
Complex UI dirty round 1: 398.291 completed offscreen FPS; p95 2.9028 ms; private 34078720 bytes
Complex UI dirty round 2: 382.017 completed offscreen FPS; p95 3.4334 ms; private 34078720 bytes
Complex UI dirty round 3: 399.612 completed offscreen FPS; p95 2.9688 ms; private 34078720 bytes
Complex UI dirty round 4: 400.817 completed offscreen FPS; p95 2.8564 ms; private 34078720 bytes
Complex UI dirty round 5: 397.8 completed offscreen FPS; p95 2.9178 ms; private 33042432 bytes
Complex UI clean round 1: 1953.69 completed offscreen FPS; p95 0.5921 ms; private 34107392 bytes
Complex UI clean round 2: 2052.46 completed offscreen FPS; p95 0.6204 ms; private 34107392 bytes
Complex UI clean round 3: 2216.31 completed offscreen FPS; p95 0.5215 ms; private 34107392 bytes
Complex UI clean round 4: 2134.44 completed offscreen FPS; p95 0.5359 ms; private 34107392 bytes
Complex UI clean round 5: 2205.67 completed offscreen FPS; p95 0.6101 ms; private 34107392 bytes
Complex UI dirty round 1: 382.718 completed offscreen FPS; p95 3.2279 ms; private 34107392 bytes
Complex UI dirty round 2: 426.91 completed offscreen FPS; p95 2.9846 ms; private 34107392 bytes
Complex UI dirty round 3: 410.131 completed offscreen FPS; p95 2.9317 ms; private 34107392 bytes
Complex UI dirty round 4: 399.067 completed offscreen FPS; p95 2.8876 ms; private 34107392 bytes
Complex UI dirty round 5: 381.979 completed offscreen FPS; p95 2.9366 ms; private 34107392 bytes
Complex UI clean round 1: 2022.96 completed offscreen FPS; p95 0.5765 ms; private 34107392 bytes
Complex UI clean round 2: 1965.45 completed offscreen FPS; p95 0.6091 ms; private 32567296 bytes
Complex UI clean round 3: 2013.89 completed offscreen FPS; p95 0.5949 ms; private 32567296 bytes
Complex UI clean round 4: 1759.22 completed offscreen FPS; p95 0.7112 ms; private 32567296 bytes
Complex UI clean round 5: 1611.86 completed offscreen FPS; p95 1.1922 ms; private 32600064 bytes
Complex UI dirty round 1: 398.526 completed offscreen FPS; p95 3.0235 ms; private 34017280 bytes
Complex UI dirty round 2: 398.31 completed offscreen FPS; p95 2.7437 ms; private 34025472 bytes
Complex UI dirty round 3: 384.234 completed offscreen FPS; p95 3.0391 ms; private 34033664 bytes
Complex UI dirty round 4: 378.44 completed offscreen FPS; p95 3.0901 ms; private 34033664 bytes
Complex UI dirty round 5: 378.287 completed offscreen FPS; p95 3.2451 ms; private 34033664 bytes
Complex UI clean round 1: 2000.13 completed offscreen FPS; p95 0.7011 ms; private 34086912 bytes
Complex UI clean round 2: 2086.62 completed offscreen FPS; p95 0.5351 ms; private 34086912 bytes
Complex UI clean round 3: 1977.97 completed offscreen FPS; p95 0.5805 ms; private 34086912 bytes
Complex UI clean round 4: 1908.93 completed offscreen FPS; p95 0.7205 ms; private 34086912 bytes
Complex UI clean round 5: 2110.39 completed offscreen FPS; p95 0.5536 ms; private 34086912 bytes
Complex UI dirty round 1: 402.716 completed offscreen FPS; p95 2.9304 ms; private 34099200 bytes
Complex UI dirty round 2: 416.179 completed offscreen FPS; p95 2.8142 ms; private 34099200 bytes
Complex UI dirty round 3: 407.308 completed offscreen FPS; p95 2.8805 ms; private 34099200 bytes
Complex UI dirty round 4: 428.793 completed offscreen FPS; p95 2.8314 ms; private 33062912 bytes
Complex UI dirty round 5: 402.017 completed offscreen FPS; p95 3.5 ms; private 33067008 bytes
Complex UI clean round 1: 2062.77 completed offscreen FPS; p95 0.6371 ms; private 34086912 bytes
Complex UI clean round 2: 2071.36 completed offscreen FPS; p95 0.6025 ms; private 34086912 bytes
Complex UI clean round 3: 2003.73 completed offscreen FPS; p95 0.6514 ms; private 34086912 bytes
Complex UI clean round 4: 1899.52 completed offscreen FPS; p95 0.6578 ms; private 34086912 bytes
Complex UI clean round 5: 1580.27 completed offscreen FPS; p95 0.835 ms; private 34086912 bytes
Complex UI dirty round 1: 370.841 completed offscreen FPS; p95 3.0876 ms; private 34086912 bytes
Complex UI dirty round 2: 413.963 completed offscreen FPS; p95 2.8351 ms; private 34086912 bytes
Complex UI dirty round 3: 413.012 completed offscreen FPS; p95 2.9698 ms; private 34086912 bytes
Complex UI dirty round 4: 432.214 completed offscreen FPS; p95 2.8677 ms; private 34086912 bytes
Complex UI dirty round 5: 373.246 completed offscreen FPS; p95 3.6537 ms; private 34086912 bytes
Complex UI clean round 1: 2063.57 completed offscreen FPS; p95 0.6264 ms; private 34107392 bytes
Complex UI clean round 2: 2159.98 completed offscreen FPS; p95 0.557 ms; private 34107392 bytes
Complex UI clean round 3: 2197.32 completed offscreen FPS; p95 0.5411 ms; private 34107392 bytes
Complex UI clean round 4: 2376 completed offscreen FPS; p95 0.457 ms; private 34107392 bytes
Complex UI clean round 5: 912.867 completed offscreen FPS; p95 4.885 ms; private 34107392 bytes
Complex UI dirty round 1: 437.656 completed offscreen FPS; p95 2.7718 ms; private 34107392 bytes
Complex UI dirty round 2: 297.299 completed offscreen FPS; p95 5.436 ms; private 34107392 bytes
Complex UI dirty round 3: 364.214 completed offscreen FPS; p95 3.6247 ms; private 34107392 bytes
Complex UI dirty round 4: 420.825 completed offscreen FPS; p95 2.8234 ms; private 34107392 bytes
Complex UI dirty round 5: 399.28 completed offscreen FPS; p95 2.9719 ms; private 34107392 bytes
Complex UI clean round 1: 1791.44 completed offscreen FPS; p95 0.8143 ms; private 34123776 bytes
Complex UI clean round 2: 2085.35 completed offscreen FPS; p95 0.5572 ms; private 34123776 bytes
